issue,url,state,title,priority_label,priority_in_title,labels,milestone,assignees,last_activity,age_days,comments,lane,disposition,next_action,native_open_dependencies,native_dependency_coverage,flags,unchecked_body_items,acceptance_source,evidence_file,responsible_role,phase_activation,exit_evidence,review_date,release_rule,baseline,acceptance_items
Fortemi/fortemi#853,https://git.integrolabs.net/Fortemi/fortemi/issues/853,open,feat(mcp): Rust in-process MCP server + enterprise extension model decision,P3,,P3: Low; blocked; documentation; effort/large; enhancement; infrastructure; mcp-api; security; testing; tier/licensed-server,,,2026-06-29T17:56:48Z,69,13,C,retain-gated,"Reconcile issue acceptance with current source, close the remaining exact enforcement/test cells and pass repository delivery gates before promoting the affected surface.",,read,stale-60d; no-milestone; no-assignee; blocked-label-without-open-native-edge,7,https://git.integrolabs.net/Fortemi/fortemi/issues/853,evidence/Fortemi--fortemi-issues.json,Server and client maintainers,Next; Phase 0 / Phase 1,"Reconcile issue acceptance with current source, close the remaining exact enforcement/test cells and pass repository delivery gates before promoting the affected surface. Map every original acceptance criterion to the exact delivered artifact or an explicit supersession decision.",2026-09-07,First qualified stable opportunity after prerequisites; expedited customer/security patch when justified. No phase-date promise.,audit-355,"- [ ] ADR amendment records process model, SDK choice, transport support, and plugin-loading model.
- [ ] Rust MCP path exposes the current core/full tool surfaces with parity tests.
- [ ] Stdio and Streamable HTTP support are implemented or explicitly scoped with SDK-gap rationale.
- [ ] Per-tool authorization, filtered `list_tools`, audit events, and rate limits are enforced.
- [ ] CE Node MCP server remains functional and unchanged by default.
- [ ] Example EE extension demonstrates the chosen plugin model.
- [ ] Benchmark quantifies latency/throughput difference from the current Node REST-wrapper server."
Fortemi/fortemi#863,https://git.integrolabs.net/Fortemi/fortemi/issues/863,open,"EPIC: Universal Model Gateway — multi-protocol model control plane, metering, and policy",P2,,P2: Medium; area/rest-api; effort/large; epic; new-feature; security; testing,,,2026-06-22T21:55:37Z,75,18,C,execute,"Reconcile issue acceptance with current source, close the remaining exact enforcement/test cells and pass repository delivery gates before promoting the affected surface.",,read,stale-60d; no-milestone; no-assignee,17,https://git.integrolabs.net/Fortemi/fortemi/issues/863,evidence/Fortemi--fortemi-issues.json,Server and client maintainers,Next; Phase 0 / Phase 1,"Reconcile issue acceptance with current source, close the remaining exact enforcement/test cells and pass repository delivery gates before promoting the affected surface. Map every original acceptance criterion to the exact delivered artifact or an explicit supersession decision.",2026-09-07,First qualified stable opportunity after prerequisites; expedited customer/security patch when justified. No phase-date promise.,audit-355,"- [ ] B10 #873: canonical request/response/stream model + adapter framework.
- [ ] B1 #864: OpenAI-compatible `/v1/chat/completions` non-streaming bridge path.
- [ ] B14 #877: usage metering/cost ledger integration with the shared UsageMeter plan (#713).
- [ ] B2 #865: OpenAI-compatible streaming (SSE) bridge path.
- [ ] B3 #866: OpenAI-compatible `/v1/models` + qualified-slug exposure.
- [ ] B6 #869: OpenAI-compatible `/v1/embeddings` passthrough.
- [ ] B11 #874: Anthropic Messages inbound adapter + outbound provider.
- [ ] B12 #875: Gemini adapter/provider; preserve Gemini thought-signature constraints and direct Gemini API boundaries.
- [ ] B13 #876: outbound vLLM, LiteLLM, Azure OpenAI, AWS Bedrock.
- [ ] B4 #867: explicit bridge route policy header/field aligned with provider-route policy (#680).
- [ ] B17 #880: exact + semantic cache and value routing, after filtered semantic search is fixed (#885) and usage/pricing data exists.
- [ ] B15 #878: usage/reporting endpoints + Prometheus metrics.
- [ ] B16 #879: budgets and spend alerts/enforcement, behind quota primitives (#713/#714).
- [ ] B5 #868: optional session logging to `bridge-session` notes.
- [ ] B7 #870: per-consumer policy using centralized AuthorizationPolicy (#710), UsageMeter/QuotaPolicy (#713/#714), and audit sink (#711).
- [ ] B8 #871: analytics worker from session notes to Gitea issues.
- [ ] B9 #872: provider bridge docs, OpenAPI, contract tests, and protocol fixtures."
Fortemi/fortemi#864,https://git.integrolabs.net/Fortemi/fortemi/issues/864,open,feat(bridge): B1 — OpenAI-compatible Chat Completions gateway over trusted ProviderRegistry resolver,P1,,P1: High; area/auth; area/rest-api; blocked; effort/medium; new-feature; security; testing,Bridge foundation,,2026-08-24T20:33:49Z,12,17,E,retain-gated,"Complete the canonical provider/protocol and policy prerequisites before adapters; prove streaming, metering, quota, destination and retention behavior for the declared provider profile.",,read,no-assignee; blocked-label-without-open-native-edge,13,https://git.integrolabs.net/Fortemi/fortemi/issues/864,evidence/Fortemi--fortemi-issues.json,Server inference and gateway maintainers,Phase 3 after foundation contracts,"Complete the canonical provider/protocol and policy prerequisites before adapters; prove streaming, metering, quota, destination and retention behavior for the declared provider profile. Map every original acceptance criterion to the exact delivered artifact or an explicit supersession decision.",2026-09-07,First qualified stable opportunity after prerequisites; expedited customer/security patch when justified. No phase-date promise.,audit-355,"- [ ] New opt-in bridge router mounted under `/api/v1/bridge` and gated by `FORTEMI_BRIDGE_ENABLED=false` by default; disabled route returns 404 or a clear disabled response without provider side effects.
- [ ] `POST /v1/chat/completions` accepts non-streaming OpenAI Chat Completions fields required for Fortemi's first path: `model`, `messages`, `temperature`, `max_tokens`/`max_completion_tokens`, `stop`, and `stream:false` or absent.
- [ ] Response shape matches OpenAI-compatible Chat Completions enough for standard SDK clients: `id`, `object:""chat.completion""`, `created`, `model`, `choices[].message`, `choices[].finish_reason`, and `usage` when available.
- [ ] `model` accepts provider-qualified slugs such as `openai:gpt-*`, `ollama:qwen*`, `openrouter:*`; exact provider-qualified slugs bypass later weighted routing unless #680 explicitly changes that policy.
- [ ] Provider lookup goes through the #666 resolver, preserving request/archive scope when present; no new bridge-local provider registry fork.
- [ ] Provider destinations are resolved from trusted server/operator/provider-profile config and validated through #920 before any outbound request; arbitrary request JSON `base_url` values are not accepted by this hosted bridge route.
- [ ] B1 does not call the stateless `resolve_generation_inline(api_key, base_url, ...)` path with user-supplied credentials or destinations.
- [ ] Provider API keys are loaded server-side and never appear in response bodies, structured logs, traces, audit metadata, usage attrs, or error strings.
- [ ] Requires valid Fortemi auth when auth is enabled; route calls the shared AuthorizationPolicy (#710) when available rather than duplicating bridge-only checks.
- [ ] Local/self-hosted provider calls use the #600 admission/backpressure path; at capacity the bridge returns the agreed fail-fast status instead of bypassing semaphores.
- [ ] Emits usage/audit hooks for request accepted, provider selected, destination denied, provider failed, and response completed; B14/#713 can persist the accounting later.
- [ ] Usage passthrough preserves richer provider detail where present for #873/#877: raw scrubbed provider usage, input/output totals, cache/reasoning/audio buckets, usage source, and unknown/estimated markers.
- [ ] Tests: bridge disabled, unauthenticated/unauthorized, unknown model, provider key not leaked, provider-qualified slug resolution, destination-policy denial, local-admission rejection, mocked provider happy path, and usage passthrough."
Fortemi/fortemi#865,https://git.integrolabs.net/Fortemi/fortemi/issues/865,open,feat(bridge): B2 — OpenAI-compatible streaming Chat Completions over shared stream/admission path,P1,,P1: High; area/rest-api; blocked; effort/medium; new-feature; security; testing,Bridge foundation,,2026-06-22T23:19:57Z,75,10,E,retain-gated,"Complete the canonical provider/protocol and policy prerequisites before adapters; prove streaming, metering, quota, destination and retention behavior for the declared provider profile.",,read,stale-60d; no-assignee; blocked-label-without-open-native-edge,7,https://git.integrolabs.net/Fortemi/fortemi/issues/865,evidence/Fortemi--fortemi-issues.json,Server inference and gateway maintainers,Phase 3 after foundation contracts,"Complete the canonical provider/protocol and policy prerequisites before adapters; prove streaming, metering, quota, destination and retention behavior for the declared provider profile. Map every original acceptance criterion to the exact delivered artifact or an explicit supersession decision.",2026-09-07,First qualified stable opportunity after prerequisites; expedited customer/security patch when justified. No phase-date promise.,audit-355,"- [ ] `stream:true` returns `text/event-stream` with OpenAI-compatible `chat.completion.chunk` frames and terminal `data: [DONE]`.
- [ ] Streaming output is generated from B10 canonical stream events, then encoded by the OpenAI-compatible inbound adapter.
- [ ] Local/self-hosted calls use the #600 admission/backpressure policy; provider/API rate-limit failures surface as protocol-shaped errors without panics.
- [ ] Request and final/partial stream usage events feed B14/#713; disconnects and provider errors are recorded without double counting retries.
- [ ] If resume/replay is enabled, it uses the shared stream-store/resumption rules from the streaming phase plan (#586/#593-#606), including duplicate suppression and bounded retention.
- [ ] Provider secrets and Fortemi credentials are never written into stream frames, logs, replay buffers, or error chunks.
- [ ] Tests: streamed deltas reassemble to full text, `[DONE]` terminator, provider error chunk, client disconnect accounting, no duplicate replay where resumption is enabled, local-admission rejection."
Fortemi/fortemi#866,https://git.integrolabs.net/Fortemi/fortemi/issues/866,open,feat(bridge): B3 — OpenAI-compatible /v1/models from provider resolver and policy filters,P2,,P2: Medium; area/rest-api; blocked; effort/medium; new-feature; security; testing; tier/licensed-server,Bridge foundation,,2026-06-24T01:41:11Z,74,8,E,retain-gated,"Complete the canonical provider/protocol and policy prerequisites before adapters; prove streaming, metering, quota, destination and retention behavior for the declared provider profile.",,read,stale-60d; no-assignee; blocked-label-without-open-native-edge,7,https://git.integrolabs.net/Fortemi/fortemi/issues/866,evidence/Fortemi--fortemi-issues.json,Server inference and gateway maintainers,Phase 3 after foundation contracts,"Complete the canonical provider/protocol and policy prerequisites before adapters; prove streaming, metering, quota, destination and retention behavior for the declared provider profile. Map every original acceptance criterion to the exact delivered artifact or an explicit supersession decision.",2026-09-07,First qualified stable opportunity after prerequisites; expedited customer/security patch when justified. No phase-date promise.,audit-355,"- [ ] `GET /v1/models` returns `{ ""object"": ""list"", ""data"": [{ ""id"": ""<provider:model>"", ""object"": ""model"", ""owned_by"": ""<provider>"" }, ...] }` for models reachable through configured bridge-capable providers.
- [ ] Model IDs use provider-qualified slugs by default so clients can make deterministic requests; bare slugs are only emitted if a default-provider policy explicitly enables them.
- [ ] The list is built from the #666 resolver/provider registry capability metadata, not ad hoc bridge config.
- [ ] Per-consumer AuthorizationPolicy/bridge policy (#710/#870) filters model visibility; unauthorized models are not listed.
- [ ] Capability metadata distinguishes chat, streaming chat, embeddings, tools, vision, structured output, and local/provider-specific support when available.
- [ ] Unreachable provider handling is configurable: omit by default, include with diagnostics only for authorized admin/debug callers.
- [ ] Tests: configured providers reflected, auth filter hides disallowed models, capability filter works, unknown provider prefix rejected by routing, provider secrets never leak in model metadata."
Fortemi/fortemi#867,https://git.integrolabs.net/Fortemi/fortemi/issues/867,open,feat(bridge): B4 — bridge route policy header aligned with provider-route failover/weighted routing,P2,,P2: Medium; area/rest-api; blocked; effort/medium; new-feature; optimization; security; testing; tier/licensed-server,Bridge foundation,,2026-08-24T20:33:49Z,12,11,E,retain-gated,"Complete the canonical provider/protocol and policy prerequisites before adapters; prove streaming, metering, quota, destination and retention behavior for the declared provider profile.",,read,no-assignee; blocked-label-without-open-native-edge,7,https://git.integrolabs.net/Fortemi/fortemi/issues/867,evidence/Fortemi--fortemi-issues.json,Server inference and gateway maintainers,Phase 3 after foundation contracts,"Complete the canonical provider/protocol and policy prerequisites before adapters; prove streaming, metering, quota, destination and retention behavior for the declared provider profile. Map every original acceptance criterion to the exact delivered artifact or an explicit supersession decision.",2026-09-07,First qualified stable opportunity after prerequisites; expedited customer/security patch when justified. No phase-date promise.,audit-355,"- [ ] Define a bridge route selector (`X-Fortemi-Route` header and/or request metadata) that maps to #680 provider-route policies: `single`, `priority_failover`, `weighted`, and later measured policies such as `least_inflight` or `admission_weighted`.
- [ ] Provider-qualified `model` slugs remain exact-provider requests unless #680 explicitly allows family-level rerouting; fallback/weighted routes apply to virtual model names or configured route aliases.
- [ ] Resolved provider/model/route are returned in scrubbed metadata such as `X-Fortemi-Route-Resolved` and usage/audit events, without exposing secrets or internal credentials.
- [ ] Consumer policy (#710/#870) restricts allowed route policies and provider sets; disallowed route returns 403.
- [ ] Provider failures use #680 retry/failover semantics and #600 admission/backpressure outcomes; retries must not double count usage.
- [ ] `cheapest`, `fastest`, and `best-value` remain unavailable until #877/#878 and latency/cost data exist; if accepted early, return explicit 501/unsupported with docs.
- [ ] Tests: exact slug stays exact, virtual route failover, weighted selection with seeded weights, resolved route metadata, disallowed route 403, retry accounting idempotence."
Fortemi/fortemi#868,https://git.integrolabs.net/Fortemi/fortemi/issues/868,open,feat(bridge): B5 — opt-in bridge session logging with archive policy and audit-safe redaction,P2,,P2: Medium; area/rest-api; blocked; effort/medium; jobs; new-feature; security; testing,Bridge foundation,,2026-06-22T23:20:16Z,75,10,E,retain-gated,"Complete the canonical provider/protocol and policy prerequisites before adapters; prove streaming, metering, quota, destination and retention behavior for the declared provider profile.",,read,stale-60d; no-assignee; blocked-label-without-open-native-edge,7,https://git.integrolabs.net/Fortemi/fortemi/issues/868,evidence/Fortemi--fortemi-issues.json,Server inference and gateway maintainers,Phase 3 after foundation contracts,"Complete the canonical provider/protocol and policy prerequisites before adapters; prove streaming, metering, quota, destination and retention behavior for the declared provider profile. Map every original acceptance criterion to the exact delivered artifact or an explicit supersession decision.",2026-09-07,First qualified stable opportunity after prerequisites; expedited customer/security patch when justified. No phase-date promise.,audit-355,"- [ ] Logging can be enabled per request (`X-Fortemi-Log-Session: true`) only if consumer policy (#870/#710) allows it; per-key default is read from bridge policy.
- [ ] Target archive/memory is resolved through bridge policy and hosted tenant/archive constraints (#707/#733); callers cannot use the header to write outside their allowed scope.
- [ ] Persisted note is tagged `bridge-session` and includes structured frontmatter: request id, consumer/key id, tenant/archive scope, provider, model, route, prompt/completion/estimated tokens, latency, status, cache state, and usage source.
- [ ] Content redaction policy is explicit: provider secrets, Fortemi credentials, raw API keys, auth headers, and internal routing secrets are always removed; optional prompt/content redaction is configurable by policy.
- [ ] Streaming path tees deltas to the client and accumulates the final note body after completion/interruption, recording partial status on disconnect/provider error.
- [ ] Logging failure does not break an already-successful proxied response, but emits audit/telemetry through #711.
- [ ] Tests: logging allowed/denied by policy, target archive enforcement, non-streaming note, streaming partial/final note, logging-off writes nothing, redaction removes secrets, failure is non-fatal and audited."
Fortemi/fortemi#869,https://git.integrolabs.net/Fortemi/fortemi/issues/869,open,feat(bridge): B6 — OpenAI-compatible /v1/embeddings via canonical provider capabilities,P3,,P3: Low; area/rest-api; blocked; effort/medium; new-feature; security; testing,Bridge foundation,,2026-06-22T19:05:08Z,76,6,E,retain-gated,"Complete the canonical provider/protocol and policy prerequisites before adapters; prove streaming, metering, quota, destination and retention behavior for the declared provider profile.",,read,stale-60d; no-assignee; blocked-label-without-open-native-edge,7,https://git.integrolabs.net/Fortemi/fortemi/issues/869,evidence/Fortemi--fortemi-issues.json,Server inference and gateway maintainers,Phase 3 after foundation contracts,"Complete the canonical provider/protocol and policy prerequisites before adapters; prove streaming, metering, quota, destination and retention behavior for the declared provider profile. Map every original acceptance criterion to the exact delivered artifact or an explicit supersession decision.",2026-09-07,First qualified stable opportunity after prerequisites; expedited customer/security patch when justified. No phase-date promise.,audit-355,"- [ ] `POST /v1/embeddings` accepts OpenAI-compatible `model`, `input`, optional `encoding_format`, and provider-supported dimensions where applicable.
- [ ] Response shape includes `object:""list""`, `data[].embedding`, `data[].index`, `model`, and `usage` when available or estimated.
- [ ] Provider lookup uses #666 resolver/capability metadata; providers without embedding capability return a clear 400/unsupported.
- [ ] Policy enforcement uses #710/#870; disallowed embedding provider/model/capability returns 403.
- [ ] Usage events feed #713/#877 with embedding token/count semantics and estimation-source metadata.
- [ ] Dimension policy aligns with #682 so callers cannot silently create vectors incompatible with an archive/index embedding set.
- [ ] Tests: single input, batch input, unsupported provider, disallowed provider, unknown dimensions/model mismatch, provider secret redaction, usage passthrough/estimate."
Fortemi/fortemi#870,https://git.integrolabs.net/Fortemi/fortemi/issues/870,open,"feat(bridge): B7 — per-consumer bridge policy via shared authz, quota, and audit contracts",P2,,P2: Medium; area/auth; blocked; effort/medium; new-feature; security; testing,Bridge foundation,,2026-06-22T23:20:14Z,75,6,E,retain-gated,"Complete the canonical provider/protocol and policy prerequisites before adapters; prove streaming, metering, quota, destination and retention behavior for the declared provider profile.",,read,stale-60d; no-assignee; blocked-label-without-open-native-edge,7,https://git.integrolabs.net/Fortemi/fortemi/issues/870,evidence/Fortemi--fortemi-issues.json,Server inference and gateway maintainers,Phase 3 after foundation contracts,"Complete the canonical provider/protocol and policy prerequisites before adapters; prove streaming, metering, quota, destination and retention behavior for the declared provider profile. Map every original acceptance criterion to the exact delivered artifact or an explicit supersession decision.",2026-09-07,First qualified stable opportunity after prerequisites; expedited customer/security patch when justified. No phase-date promise.,audit-355,"- [ ] Define bridge policy dimensions for provider/model allow-lists, route policies, capabilities (`bridge.chat`, `bridge.embedding`, `bridge.stream`), per-consumer quotas, session-logging default, and target archive/memory for logged sessions.
- [ ] Enforcement calls the shared AuthorizationPolicy (#710): disallowed model/provider/route/capability returns 403 with audit event (#711).
- [ ] Quota/rate decisions call UsageMeter/QuotaPolicy (#713/#714): over quota/rate returns the project-standard 429/RateLimit response.
- [ ] `/v1/models` (#866) filters output through the same policy decision path used by request execution.
- [ ] Defaults are deny-by-default for hosted/multi-tenant mode; standalone/local mode can provide an explicit permissive profile only when configured.
- [ ] Admin/API surface for reading/updating bridge policy never exposes provider secrets and records audit events for policy changes.
- [ ] Tests: disallowed model/provider/route 403, over-quota/rate 429, model-list filtering, default policy, policy update audit event, no secret exposure."
Fortemi/fortemi#871,https://git.integrolabs.net/Fortemi/fortemi/issues/871,open,feat(bridge): B8 — default-off analytics worker from bridge-session notes to Gitea issues,P2,,P2: Medium; blocked; effort/medium; infrastructure; jobs; new-feature; security; testing,Bridge foundation,,2026-06-22T23:20:16Z,75,4,E,retain-gated,"Complete the canonical provider/protocol and policy prerequisites before adapters; prove streaming, metering, quota, destination and retention behavior for the declared provider profile.",,read,stale-60d; no-assignee; blocked-label-without-open-native-edge,8,https://git.integrolabs.net/Fortemi/fortemi/issues/871,evidence/Fortemi--fortemi-issues.json,Server inference and gateway maintainers,Phase 3 after foundation contracts,"Complete the canonical provider/protocol and policy prerequisites before adapters; prove streaming, metering, quota, destination and retention behavior for the declared provider profile. Map every original acceptance criterion to the exact delivered artifact or an explicit supersession decision.",2026-09-07,First qualified stable opportunity after prerequisites; expedited customer/security patch when justified. No phase-date promise.,audit-355,"- [ ] Outbound Gitea client is configured with base URL, owner/repo, and token from server-side secret config; token never appears in logs, notes, issue bodies, telemetry, or errors.
- [ ] Feature flag `FORTEMI_BRIDGE_ANALYTICS_ENABLED=false` by default; no network calls when disabled or unconfigured.
- [ ] Worker scans only policy-authorized `bridge-session` notes produced by #868 and respects tenant/archive boundaries.
- [ ] Pattern rules are configurable and versioned: repeated provider errors, latency/cost spikes, quota pressure, cache misses, recurring client misuse, and unsupported-model requests.
- [ ] Dedup uses a stable fingerprint and updates/comments on an existing issue instead of filing duplicates.
- [ ] Dry-run mode records intended actions without creating/updating issues.
- [ ] Audit events (#711) record outbound issue creation/update decisions without leaking session content beyond policy.
- [ ] Tests: disabled mode makes no calls, dry-run makes no calls, dedup comment/update, token redaction, tenant/archive filtering, rate limit behavior."
Fortemi/fortemi#872,https://git.integrolabs.net/Fortemi/fortemi/issues/872,open,"docs+test(bridge): B9 — provider bridge docs, OpenAPI, fixtures, and contract tests",P2,,P2: Medium; blocked; documentation; effort/medium; security; testing,Bridge foundation,,2026-06-23T01:18:31Z,75,13,E,retain-gated,"Complete the canonical provider/protocol and policy prerequisites before adapters; prove streaming, metering, quota, destination and retention behavior for the declared provider profile.",,read,stale-60d; no-assignee; blocked-label-without-open-native-edge,7,https://git.integrolabs.net/Fortemi/fortemi/issues/872,evidence/Fortemi--fortemi-issues.json,Server inference and gateway maintainers,Phase 3 after foundation contracts,"Complete the canonical provider/protocol and policy prerequisites before adapters; prove streaming, metering, quota, destination and retention behavior for the declared provider profile. Map every original acceptance criterion to the exact delivered artifact or an explicit supersession decision.",2026-09-07,First qualified stable opportunity after prerequisites; expedited customer/security patch when justified. No phase-date promise.,audit-355,"- [ ] `docs/content/provider-bridge.md` or successor guide covers enablement, base URL, auth, SDK configuration, provider-qualified model slugs, route policies, model listing, streaming, embeddings, session logging, usage/cost behavior, and security posture.
- [ ] Docs identify the current supported surface by release: Chat Completions first, OpenAI Responses/Anthropic/Gemini as canonical/follow-up adapters unless implemented.
- [ ] OpenAPI/Swagger entries cover only implemented endpoints and flags, with planned endpoints linked to issues rather than documented as live.
- [ ] Contract fixtures cover OpenAI-compatible Chat Completions non-streaming/streaming, `/v1/models`, embeddings, policy failure, provider failure, and secret-redaction behavior as those slices land.
- [ ] B10 protocol fixtures live near tests and are referenced from docs so provider expansions can reuse them.
- [ ] `.env.example` documents `FORTEMI_BRIDGE_ENABLED`, analytics flags, Gitea integration flags, and any route/logging policy variables once implemented.
- [ ] docs-sync, mention validation, and OpenAPI generation/check pass."
Fortemi/fortemi#873,https://git.integrolabs.net/Fortemi/fortemi/issues/873,open,"feat(bridge): B10 — canonical model and protocol adapter framework for Chat Completions, Responses, Messages, and Gemini",P1,,P1: High; area/rest-api; effort/large; new-feature; security; testing,Bridge foundation,,2026-06-22T23:30:16Z,75,15,E,execute,"Complete the canonical provider/protocol and policy prerequisites before adapters; prove streaming, metering, quota, destination and retention behavior for the declared provider profile.",,read,stale-60d; no-assignee,13,https://git.integrolabs.net/Fortemi/fortemi/issues/873,evidence/Fortemi--fortemi-issues.json,Server inference and gateway maintainers,Phase 3 after foundation contracts,"Complete the canonical provider/protocol and policy prerequisites before adapters; prove streaming, metering, quota, destination and retention behavior for the declared provider profile. Map every original acceptance criterion to the exact delivered artifact or an explicit supersession decision.",2026-09-07,First qualified stable opportunity after prerequisites; expedited customer/security patch when justified. No phase-date promise.,audit-355,"- [ ] `InboundAdapter` decodes client wire request into canonical request and encodes canonical response/events back into the client's protocol.
- [ ] `OutboundAdapter` encodes canonical request into provider/router wire format and decodes provider response/events into canonical response/events.
- [ ] Adapters declare capabilities: chat, responses/stateful, embeddings, vision, tools, structured output, streaming, usage reporting, cache token reporting, reasoning controls, and provider extensions.
- [ ] Lossy translation is explicit: response headers/metadata surface warnings without leaking provider secrets or hidden prompt content.
- [ ] Provider-specific continuation state can round-trip when required. Gemini thought signatures are the concrete test case; dropping active-turn function-call signatures can break later calls.
- [ ] Usage fields are normalized for #713/#877 but retain provider raw usage under scrubbed diagnostic metadata for debugging.
- [ ] Existing OpenAI-compatible B1/B2/B3/B6 paths can be implemented on this framework, but B1 may initially land a narrow Chat Completions adapter if this issue has approved interfaces.
- [ ] OpenAI Chat Completions non-streaming request/response fixture round-trips through canonical.
- [ ] OpenAI Chat Completions streaming chunks reassemble into canonical output and encode back to SDK-compatible chunks.
- [ ] OpenAI Responses fixture maps into canonical without being forced into Chat Completions-only fields; unsupported stateful/built-in tool fields are marked explicitly.
- [ ] Anthropic Messages fixture maps system/messages/content blocks/tool use/usage into canonical; SSE content-block deltas reassemble.
- [ ] Gemini OpenAI-compatible fixture with tool calls preserves thought-signature metadata needed for the active turn.
- [ ] Cross-protocol matrix: OpenAI-in to Anthropic/Gemini/OpenAI-compatible out, Anthropic-in to OpenAI-compatible out, Gemini-in to OpenAI-compatible out; assertions cover content, tool calls where possible, usage, and lossy warnings."
Fortemi/fortemi#874,https://git.integrolabs.net/Fortemi/fortemi/issues/874,open,feat(bridge): B11 — Anthropic Messages API (inbound adapter + outbound provider),P2,,P2: Medium; area/rest-api; blocked; effort/medium; new-feature; security; testing,Bridge provider expansion blocked,,2026-06-22T23:30:15Z,75,4,E,retain-gated,"Complete the canonical provider/protocol and policy prerequisites before adapters; prove streaming, metering, quota, destination and retention behavior for the declared provider profile.",,read,stale-60d; no-assignee; blocked-label-without-open-native-edge,9,https://git.integrolabs.net/Fortemi/fortemi/issues/874,evidence/Fortemi--fortemi-issues.json,Server inference and gateway maintainers,Phase 3 after foundation contracts,"Complete the canonical provider/protocol and policy prerequisites before adapters; prove streaming, metering, quota, destination and retention behavior for the declared provider profile. Map every original acceptance criterion to the exact delivered artifact or an explicit supersession decision.",2026-09-07,First qualified stable opportunity after prerequisites; expedited customer/security patch when justified. No phase-date promise.,audit-355,"- [ ] `anthropic:` outbound provider profile exists with capability declarations for chat/messages, tools, streaming, usage reporting, and supported extension fields.
- [ ] Inbound `POST /v1/messages` decodes Anthropic Messages requests into canonical B10 requests.
- [ ] Anthropic non-streaming responses encode/decode through canonical without losing content-block order.
- [ ] Anthropic streaming events reassemble into canonical stream events and re-encode to Anthropic wire format for Anthropic-in clients.
- [ ] Fine-grained/partial tool-use deltas are buffered and validated before final canonical tool-call emission.
- [ ] Cross-translation tests cover Anthropic-in to OpenAI-compatible out, OpenAI-in to Anthropic-out, and lossy warnings for unsupported fields.
- [ ] Stop reasons, refusals/errors, and unknown stream events are mapped or surfaced without leaking provider secrets or hidden policy state.
- [ ] Usage/cost fields are emitted to the B14 metering path once #713/#877 exist.
- [ ] Tests prove provider keys are not logged, returned, or accepted from untrusted client headers."
Fortemi/fortemi#875,https://git.integrolabs.net/Fortemi/fortemi/issues/875,open,feat(bridge): B12 — Google Gemini API (inbound adapter + outbound provider),P3,,P3: Low; area/rest-api; blocked; effort/medium; new-feature; security; testing,Bridge provider expansion blocked,,2026-06-22T23:30:16Z,75,7,E,retain-gated,"Complete the canonical provider/protocol and policy prerequisites before adapters; prove streaming, metering, quota, destination and retention behavior for the declared provider profile.",,read,stale-60d; no-assignee; blocked-label-without-open-native-edge,8,https://git.integrolabs.net/Fortemi/fortemi/issues/875,evidence/Fortemi--fortemi-issues.json,Server inference and gateway maintainers,Phase 3 after foundation contracts,"Complete the canonical provider/protocol and policy prerequisites before adapters; prove streaming, metering, quota, destination and retention behavior for the declared provider profile. Map every original acceptance criterion to the exact delivered artifact or an explicit supersession decision.",2026-09-07,First qualified stable opportunity after prerequisites; expedited customer/security patch when justified. No phase-date promise.,audit-355,"- [ ] `gemini:` outbound provider profile exists with chat/content generation, streaming, tool/function, vision/multimodal, and usage capability declarations.
- [ ] Inbound `generateContent` request fixtures decode into canonical B10 requests.
- [ ] `streamGenerateContent` fixtures reassemble into canonical streaming events and re-encode to Gemini-compatible chunks.
- [ ] Thought-signature metadata is preserved through canonical form and returned exactly where Gemini requires it for subsequent function-calling turns.
- [ ] Cross-translation tests cover Gemini-in to OpenAI-compatible out, OpenAI-in to Gemini-out, and Gemini-in to Anthropic-out where safe.
- [ ] Unsupported Interactions-only or Gemini-specific features are explicitly marked deferred/lossy rather than silently dropped.
- [ ] Secret-safety tests prove Gemini API keys are server-side only and never logged or returned.
- [ ] Docs note that Interactions API support is a future adapter track while `generateContent` is the first stable production target."
